Rank,Score,Templates,TotalNodes,PackedNodes,PackRate,NumGroups,AvgUtilization
391,547.50,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,242,68.95
392,547.32,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,216,66.33
393,547.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,235,68.22
394,547.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,235,68.22
395,547.18,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,68.12
396,546.88,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,201,64.79
397,546.50,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,266,71.25
398,546.50,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,266,71.25
399,546.50,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,68.85
400,546.48,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,238,68.45
401,546.26,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,224,67.03
402,546.12,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,68.81
403,545.96,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,223,66.90
404,545.78,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,246,69.18
405,545.78,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,246,69.18
406,545.44,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,235,68.04
407,545.44,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,235,68.04
408,545.26,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,231,67.63
409,545.26,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,231,67.63
410,545.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,209,65.42
411,545.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,65.42
412,544.88,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,239,68.39
413,544.86,"PMU_2META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,233,67.79
414,544.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,227,67.17
415,544.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,227,67.17
416,544.36,"PMU_3META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,219,66.34
417,544.20,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,238,68.22
418,544.20,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,238,68.22
419,543.82,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,225,66.88
420,543.82,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,247,69.08
421,543.68,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,223,66.67
422,543.68,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,223,66.67
423,543.52,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,209,65.25
424,543.30,"PMU_3META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,227,67.03
425,543.20,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,64.42
426,543.20,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,64.42
427,543.14,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,246,68.91
428,543.14,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,246,68.91
429,542.90,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,65.19
430,542.82,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,268,71.08
431,542.62,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,231,67.36
432,542.62,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,231,67.36
433,542.48,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,205,64.75
434,542.48,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,205,64.75
435,542.38,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,218,66.04
436,542.38,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,218,66.04
437,542.14,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,209,65.11
438,542.14,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,209,65.11
439,541.88,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,193,63.49
440,541.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,235,67.62
441,541.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,235,67.62
442,540.84,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,193,63.38
443,540.84,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,193,63.38
444,540.48,"PMU_2META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,243,68.35
445,539.92,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,200,63.99
446,539.80,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,247,68.68
447,539.80,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,247,68.68
448,539.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,243,68.22
449,539.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,243,68.22
450,539.02,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,191,63.00
451,538.88,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,64.79
452,538.82,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,201,63.98
453,538.82,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,63.98
454,538.50,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,274,71.25
455,538.50,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,274,71.25
456,538.18,"PMU_1META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,266,70.42
457,537.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,233,67.06
458,537.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,233,67.06
459,537.38,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,202,63.94
460,537.38,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,202,63.94
461,537.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,217,65.42
462,537.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,217,65.42
463,537.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,199,63.62
464,537.12,"PMU_1META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,274,71.11
465,536.90,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,64.59
466,536.44,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,205,64.14
467,536.44,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,205,64.14
468,535.84,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,217,65.28
469,535.74,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,64.87
470,535.64,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,216,65.16
471,535.64,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,216,65.16
472,535.50,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,218,65.35
473,535.50,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,234,66.95
474,535.50,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,234,66.95
475,535.40,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,280,71.54
476,534.90,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,217,65.19
477,534.82,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,276,71.08
478,534.80,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,193,62.78
479,534.80,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,193,62.78
480,534.64,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,213,64.76
481,534.52,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,218,65.25
482,534.50,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,268,70.25
483,534.50,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,268,70.25
484,534.48,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,213,64.75
485,534.48,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,213,64.75
486,534.44,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,226,66.04
487,534.44,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,63.54
488,534.44,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,63.54
489,534.10,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,63.51
490,533.94,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,221,65.49
491,533.94,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,221,65.49
492,533.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,235,66.89
493,533.46,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,210,64.35
494,533.46,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,210,64.35
495,533.44,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,276,70.94
496,533.44,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,276,70.94
497,532.84,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,201,63.38
498,532.84,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,63.38
499,532.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,219,65.17
500,532.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,219,65.17
501,532.36,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,213,64.54
502,532.36,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,213,64.54
503,532.10,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,235,66.71
504,531.30,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,221,65.23
505,531.30,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,221,65.23
506,531.02,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,199,63.00
507,530.86,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,238,66.89
508,530.42,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,226,65.64
509,530.42,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,226,65.64
510,530.34,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,223,65.33
511,530.32,"PMU_3META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,217,64.73
512,530.12,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,268,69.81
513,530.12,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,268,69.81
514,529.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,199,62.89
515,529.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,199,62.89
516,529.80,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,246,67.58
517,529.60,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,216,64.56
518,529.60,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,216,64.56
519,529.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,241,67.06
520,529.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,241,67.06
521,529.46,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,234,66.35
522,529.46,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,234,66.35
523,529.28,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,231,66.03
524,529.24,"PMU_2META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,233,66.22
525,529.14,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,205,63.41
526,529.04,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,218,64.70
527,528.90,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,224,65.29
528,528.76,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,67.08
529,528.76,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,192,62.08
530,528.76,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,192,62.08
531,528.46,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,66.25
532,528.18,"PMU_2META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,241,66.92
533,527.64,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,224,65.16
534,527.64,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,224,65.16
535,527.50,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,242,66.95
536,527.50,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,242,66.95
537,527.50,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,193,62.05
538,526.64,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,219,64.56
539,526.64,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,219,64.56
540,526.50,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,266,69.25
541,526.50,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,266,69.25
542,526.46,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,247,67.35
543,525.94,"PMU_3META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,227,65.29
544,525.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,243,66.89
545,525.78,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,217,64.28
546,525.78,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,246,67.18
547,525.78,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,246,67.18
548,525.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,235,66.06
549,525.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,235,66.06
550,525.48,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,201,62.65
551,525.26,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,231,65.63
552,525.26,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,231,65.63
553,525.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,209,63.42
554,525.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,209,63.42
555,524.78,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,209,63.38
556,524.78,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,209,63.38
557,524.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,227,65.17
558,524.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,227,65.17
559,524.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,243,66.75
560,524.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,243,66.75
561,524.22,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,200,62.42
562,524.04,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,202,62.60
563,523.20,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,201,62.42
564,523.20,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,62.42
565,523.02,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,217,64.00
566,523.02,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,217,64.00
567,522.30,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,216,63.83
568,522.16,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,234,65.62
569,522.14,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,209,63.11
570,522.14,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,209,63.11
571,521.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,207,62.89
572,521.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,207,62.89
573,521.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,199,62.06
574,521.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,235,65.62
575,521.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,235,65.62
576,521.16,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,234,65.52
577,521.16,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,234,65.52
578,521.14,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,213,63.41
579,521.06,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,202,62.31
580,521.06,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,202,62.31
581,520.84,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,201,62.18
582,520.82,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,205,62.58
583,520.82,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,205,62.58
584,520.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,207,62.75
585,520.46,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,266,68.65
